English,Compound,"Izaki Reading
(sandhi applied)"
Same junior high school,同中,#ERROR!
Same seat,同座,#ERROR!
#ERROR!,同語,#ERROR!
#ERROR!,道具,#ERROR!
#ERROR!,同元,dōwon
fuse,導火線,#ERROR!
#ERROR!,同仁,#ERROR!
#ERROR!,導引,dōin
Same night,同夜,#ERROR!
#ERROR!,同訳,#ERROR!
#ERROR!,同役,#ERROR!
Fellow friends,同友,#ERROR!
#ERROR!,道友,#ERROR!
#ERROR!,同家,#ERROR!
#ERROR!,同巻,#ERROR!
Same issue,同刊,#ERROR!
#ERROR!,同艦,dōkan
Similar,同系,#ERROR!
Hokkaido Prefectural Police,道警,#ERROR!
#ERROR!,同県,#ERROR!
prefecture,道県,#ERROR!
#ERROR!,同機,#ERROR!
Living together,同居,#ERROR!
#ERROR!,同型,#ERROR!
Isomorphism,同形,#ERROR!
#ERROR!,同高,#ERROR!
#ERROR!,同工,#ERROR!
#ERROR!,道交,#ERROR!
Same port,同港,dōkō
same root,同根,#ERROR!
Equal rights,同権,#ERROR!
#ERROR!,同君,#ERROR!
#ERROR!,同化,#ERROR!
#ERROR!,同館,#ERROR!
conduit,導管,dōkan
#ERROR!,道觀,#ERROR!
#ERROR!,同会,dōkwi
#ERROR!,道民,#ERROR!
Same sentence,同文,#ERROR!
fellow student,同門,dōmun
Hokkaido,道内,#ERROR!
animal,動物,#ERROR!
#ERROR!,東上,#ERROR!
#ERROR!,動中,#ERROR!
#ERROR!,動座,#ERROR!
#ERROR!,東岸,dōnnyan
Eastbound,東行,#ERROR!
eastern studies,東學,#ERROR!
#ERROR!,動向,#ERROR!
Toho,東邦,#ERROR!
Toyoko,東横,dōnhūn
#ERROR!,動因,dōnnin
#ERROR!,同年,#ERROR!
#ERROR!,東洋,#ERROR!
#ERROR!,導入,#ERROR!
#ERROR!,東下,#ERROR!
#ERROR!,動画,dōnka
#ERROR!,動感,#ERROR!
#ERROR!,東経,#ERROR!
#ERROR!,動機,#ERROR!
#ERROR!,東校,#ERROR!
#ERROR!,東郊,#ERROR!
Higashi High School,東高,dōnkō
#ERROR!,東関,#ERROR!
#ERROR!,動力,dōnliki
driving wheels,動輪,dōnlyun
artery,動脈,#ERROR!
#ERROR!,東面,#ERROR!
#ERROR!,東南,#ERROR!
Eastern Sun,東日,#ERROR!
#ERROR!,同女,#ERROR!
Eastern half,東半,#ERROR!
#ERROR!,東辺,#ERROR!
#ERROR!,東壁,#ERROR!
operation,動作,#ERROR!
#ERROR!,動産,#ERROR!
east and west,東西,#ERROR!
#ERROR!,動線,#ERROR!
Toso,東総,dōnsōn
verb,動詞,#ERROR!
Moving point,動点,#ERROR!
#ERROR!,東天,#ERROR!
Toto,東都,#ERROR!
#ERROR!,東低,#ERROR!
#ERROR!,動勢,#ERROR!
#ERROR!,動地,dōntsi
#ERROR!,東進,#ERROR!
Moving object,動体,dōntai
east garden,東庭,#ERROR!
#ERROR!,東朝,#ERROR!
#ERROR!,動議,#ERROR!
mobilization,動員,#ERROR!
#ERROR!,東院,#ERROR!
#ERROR!,動く,dōn
#ERROR!,働く,#ERROR!
Toi,東夷,#ERROR!
Dongben,東奔,#ERROR!
Tohoku,東奥,#ERROR!
#ERROR!,東寮,#ERROR!
#ERROR!,東征,#ERROR!
#ERROR!,動揺,#ERROR!
eastward,東漸,#ERROR!
moving the capital east,東遷,#ERROR!
#ERROR!,東麓,#ERROR!
same faction,同派,#ERROR!
#ERROR!,同房,#ERROR!
The same domain,同藩,#ERROR!
#ERROR!,道標,#ERROR!
Same table,同表,#ERROR!
#ERROR!,同報,#ERROR!
Litter,同腹,dōfuku
#ERROR!,道立,#ERROR!
#ERROR!,同量,#ERROR!
#ERROR!,同率,#ERROR!
#ERROR!,道路,#ERROR!
#ERROR!,同作,#ERROR!
#ERROR!,道産,#ERROR!
same color,同色,#ERROR!
#ERROR!,同線,#ERROR!
#ERROR!,同船,#ERROR!
#ERROR!,導線,dōsen
#ERROR!,同祖,dōso
Doso,道祖,#ERROR!
#ERROR!,同省,#ERROR!
Same village,同村,#ERROR!
#ERROR!,同数,#ERROR!
#ERROR!,導水,#ERROR!
Same car,同車,#ERROR!
#ERROR!,道者,#ERROR!
#ERROR!,同視,#ERROR!
Fellow teacher,同師,#ERROR!
#ERROR!,導師,dōshi
#ERROR!,道士,#ERROR!
#ERROR!,同心,#ERROR!
#ERROR!,同信,#ERROR!
Doshin,道心,#ERROR!
Same place,同所,dōsho
#ERROR!,同小,#ERROR!
Same accommodation,同宿,#ERROR!
#ERROR!,導出,#ERROR!
The store,同店,#ERROR!
Ties,同点,#ERROR!
#ERROR!,同島,#ERROR!
moral,道徳,#ERROR!
#ERROR!,同勢,#ERROR!
#ERROR!,同地,#ERROR!
#ERROR!,同定,#ERROR!
Tao tradition,道統,#ERROR!
conductor,導体,#ERROR!
#ERROR!,同治,dōchi
#ERROR!,同値,#ERROR!
#ERROR!,同町,#ERROR!
#ERROR!,道話,#ERROR!
Outside Hokkaido,道外,#ERROR!
same source,同源,#ERROR!
consent,同意,dōwi
same rank,同位,dōwi
#ERROR!,道議,#ERROR!
#ERROR!,同院,#ERROR!
manners,道俗,#ERROR!
same genus,同属,dōsuku
Dozo,道蔵,#ERROR!
#ERROR!,同時,dōzhi
Michijin,道人,#ERROR!
Same sect,同宗,#ERROR!
same state,同州,#ERROR!
prefectures and states,道州,#ERROR!
Dojutsu,道術,#ERROR!
#ERROR!,同僚,#ERROR!
urinary catheterization,導尿,#ERROR!
The agency,同庁,#ERROR!
#ERROR!,道庁,#ERROR!
road bed,道床,#ERROR!
Same sorrow,同憂,dōyau
same effect,同旨,#ERROR!
#ERROR!,同朋,#ERROR!
#ERROR!,同盟,#ERROR!
Same chapter,同章,#ERROR!
Same Guilty,同罪,#ERROR!
#ERROR!,同署,dōsho
same gestation,同胎,#ERROR!
#ERROR!,同舟,#ERROR!
sharing the bed,同衾,#ERROR!
coaxial,同軸,#ERROR!
#ERROR!,頓死,#ERROR!
#ERROR!,頓首,#ERROR!
sword method,刀法,tauhō
measure,度量,#ERROR!
#ERROR!,度量衡,#ERROR!
#ERROR!,刀子,tautsi
blade,刀身,#ERROR!
#ERROR!,刀刃,tauzhin
sword spear,刀槍,#ERROR!
#ERROR!,済々,#ERROR!
#ERROR!,財団,#ERROR!
#ERROR!,済度,tsaido
#ERROR!,財形,#ERROR!
#ERROR!,財貨,#ERROR!
#ERROR!,済民,#ERROR!
finance,財務,#ERROR!
property,財産,#ERROR!
#ERROR!,済世,#ERROR!
finances,財政,#ERROR!
Saisei,済生,#ERROR!
finances,財政,zaisei
#ERROR!,財投,#ERROR!
zaibatsu,財閥,#ERROR!
frustration,挫屈,#ERROR!
#ERROR!,残部,#ERROR!
#ERROR!,残影,#ERROR!
#ERROR!,残額,tsangau
#ERROR!,残飯,tsampan
#ERROR!,残兵,#ERROR!
remainder,残余,#ERROR!
residual air,残気,#ERROR!
#ERROR!,残金,#ERROR!
#ERROR!,残響,#ERROR!
#ERROR!,残欠,tsankes
#ERROR!,残光,#ERROR!
Remaining amount,残量,tsanlyān
#ERROR!,残務,tsanmu
remnants,残片,#ERROR!
#ERROR!,残雪,#ERROR!
Afterimage,残像,#ERROR!
Zanshin,残心,#ERROR!
#ERROR!,残照,#ERROR!
#ERROR!,残土,#ERROR!
#ERROR!,残置,#ERROR!
Zangetsu,残月,#ERROR!
leave,残す,#ERROR!
#ERROR!,残る,#ERROR!
residual effect,残効,#ERROR!
#ERROR!,残渣,tsan
residue,残滓,#ERROR!
#ERROR!,挫傷,jwasān
Contusion,挫創,#ERROR!
#ERROR!,善美,#ERROR!
#ERROR!,全部,ðembu
#ERROR!,全仏,#ERROR!
#ERROR!,全弾,#ERROR!
#ERROR!,善男,#ERROR!
All over the country,全道,#ERROR!
#ERROR!,善導,#ERROR!
Full map,全図,#ERROR!
#ERROR!,全条,#ERROR!
#ERROR!,善言,#ERROR!
#ERROR!,全學,#ERROR!
#ERROR!,全壊,#ERROR!
#ERROR!,全訳,#ERROR!
good use,善用,#ERROR!
#ERROR!,全科,#ERROR!
#ERROR!,全階,#ERROR!
#ERROR!,全角,#ERROR!
Complete set,全巻,#ERROR!
#ERROR!,全艦,#ERROR!
#ERROR!,全景,#ERROR!
#ERROR!,全県,#ERROR!
#ERROR!,全期,#ERROR!
#ERROR!,全機,#ERROR!
#ERROR!,全校,#ERROR!
All songs,全曲,#ERROR!
#ERROR!,全高,#ERROR!
#ERROR!,全戸,#ERROR!
All cases,全件,#ERROR!
#ERROR!,善根,#ERROR!
#ERROR!,全球,#ERROR!
#ERROR!,善後,#ERROR!
#ERROR!,全國,#ERROR!
#ERROR!,全快,#ERROR!
#ERROR!,全館,#ERROR!
#ERROR!,善管,senkan
#ERROR!,全会,#ERROR!
#ERROR!,全霊,ðenlyōn
#ERROR!,全例,#ERROR!
#ERROR!,全量,#ERROR!
#ERROR!,全面,#ERROR!
#ERROR!,全問,ðenmun
Full payment,全納,#ERROR!
All day,全日,ðennis
Good woman,善女,#ERROR!
#ERROR!,全音,#ERROR!
#ERROR!,全敗,#ERROR!
#ERROR!,全般,ðempan
#ERROR!,全編,#ERROR!
Good book,善本,#ERROR!
Good neighbor,善隣,#ERROR!
#ERROR!,全山,#ERROR!
#ERROR!,善性,#ERROR!
#ERROR!,善政,sensei
whole life,全生,ðensei
All seats,全席,#ERROR!
All lines,全線,#ERROR!
Good theory,善説,#ERROR!
#ERROR!,全省,ðenshōn
All Japan,全総,#ERROR!
#ERROR!,全損,ðenson
#ERROR!,全村,#ERROR!
#ERROR!,全数,#ERROR!
#ERROR!,全層,ðensūn
#ERROR!,全社,#ERROR!
All cars,全車,#ERROR!
#ERROR!,全市,#ERROR!
good deed,善事,#ERROR!
Complete History,全史,#ERROR!
All papers,全紙,#ERROR!
Good heart,善心,#ERROR!
good god,善神,#ERROR!
#ERROR!,全身,#ERROR!
whole squad,全隊,#ERROR!
#ERROR!,全訂,#ERROR!
All stores,全店,#ERROR!
All sky,全天,ðentyen
#ERROR!,全島,ðentō
#ERROR!,全地,#ERROR!
#ERROR!,全勝,#ERROR!
#ERROR!,善処,sensho
Complete notice,全通,#ERROR!
All books,全冊,#ERROR!
whole,全体,#ERROR!
#ERROR!,善戦,#ERROR!
omniscience,全知,#ERROR!
#ERROR!,全治,#ERROR!
The whole town,全町,#ERROR!
#ERROR!,全周,#ERROR!
#ERROR!,全頭,#ERROR!
#ERROR!,全員,#ERROR!
#ERROR!,善人,#ERROR!
#ERROR!,全人,#ERROR!
Dormitory,全寮,#ERROR!
#ERROR!,全幅,ðenfuku
#ERROR!,全摘,#ERROR!
#ERROR!,全欧,#ERROR!
Totally blind,全盲,#ERROR!
Top number,上番,#ERROR!
imperial hearing,上聞,#ERROR!
Above image,上図,ðitu
#ERROR!,上田,#ERROR!
Upper middle school,上中,#ERROR!
Upward,上向,#ERROR!
#ERROR!,上下,#ERROR!
top customer,上客,#ERROR!
#ERROR!,上古,#ERROR!
#ERROR!,上告,#ERROR!
advanced,上級,#ERROR!
top surface,上面,ðimyen
#ERROR!,上木,#ERROR!
#ERROR!,上納,#ERROR!
#ERROR!,上表,#ERROR!
#ERROR!,上欄,#ERROR!
Listing,上覧,#ERROR!
landing,上陸,#ERROR!
#ERROR!,上縁,ðien
#ERROR!,上流,#ERROR!
#ERROR!,上作,#ERROR!
upper class,上生,#ERROR!
Senior,上席,#ERROR!
appeal,上訴,#ERROR!
#ERROR!,上司,#ERROR!
#ERROR!,上使,#ERROR!
guru,上師,#ERROR!
#ERROR!,上肢,#ERROR!
#ERROR!,上士,#ERROR!
#ERROR!,上式,#ERROR!
top end,上端,#ERROR!
#ERROR!,上天,#ERROR!
good plan,上策,#ERROR!
#ERROR!,上地,ðitsi
#ERROR!,上程,#ERROR!
#ERROR!,上乗,ðisēn
#ERROR!,上長,ðichān
Emperor,上帝,ðitei
#ERROR!,上腕,#ERROR!
Top,上位,#ERROR!
decree,上意,#ERROR!
Upper carving,上刻,ðikaku
Lord Superior,上卿,#ERROR!
performance,上奏,#ERROR!
#ERROR!,上将,#ERROR!
#ERROR!,上巳,#ERROR!
#ERROR!,上弦,#ERROR!
See above,上掲,ðikei
#ERROR!,上梓,#ERROR!
The roof is raised.,上棟,ðidōn
upper canal,上疏,ði
#ERROR!,上膊,#ERROR!
Above,上﨟,#ERROR!
#ERROR!,図,#ERROR!
#ERROR!,図案,#ERROR!
On the map,図上,#ERROR!
#ERROR!,序言,#ERROR!
Illustrated,図解,tuhai
#ERROR!,図彙,#ERROR!
Illustration,図絵,#ERROR!
#ERROR!,図画,#ERROR!
#ERROR!,図巻,#ERROR!
#ERROR!,序曲,#ERROR!
Art,図工,#ERROR!
#ERROR!,序幕,#ERROR!
#ERROR!,序盤,#ERROR!
#ERROR!,図表,#ERROR!
#ERROR!,図法,#ERROR!
Catalog,図録,turuku
#ERROR!,序論,jouron
Illustrated,図説,#ERROR!
ordinal number,序数,#ERROR!
#ERROR!,序詩,#ERROR!
#ERROR!,序詞,#ERROR!
Books,図書,#ERROR!
#ERROR!,図書館,#ERROR!
#ERROR!,序奏,jousau
Atlas,図譜,#ERROR!
organs,臓,#ERROR!
Atmospheric pressure,常圧,#ERROR!
#ERROR!,臓物,#ERROR!
stereotype,常同,#ERROR!
#ERROR!,常道,#ERROR!
#ERROR!,常在,zhōnzai
#ERROR!,常住,#ERROR!
Screening,上映,#ERROR!
condition,状元,#ERROR!
Always Night,常夜,zhōnnya
case,場合,#ERROR!
scene,場景,#ERROR!
#ERROR!,状景,#ERROR!
#ERROR!,上記,#ERROR!
#ERROR!,常軌,#ERROR!
situation,状況,#ERROR!
regular meeting,常会,#ERROR!
Eternal happiness,常楽,zhōnlaku
ordinary people,常民,#ERROR!
common sense,常念,#ERROR!
#ERROR!,上品,#ERROR!
#ERROR!,常法,zhōnhō
#ERROR!,常緑,#ERROR!
#ERROR!,常数,zhōnsū
Water supply,上水,#ERROR!
#ERROR!,場所,#ERROR!
#ERROR!,上昇,#ERROR!
regular food,常食,#ERROR!
#ERROR!,上手,#ERROR!
#ERROR!,状態,#ERROR!
#ERROR!,常態,#ERROR!
#ERROR!,常勝,#ERROR!
#ERROR!,常置,#ERROR!
Outside the venue,場外,#ERROR!
venue,場裡,#ERROR!
#ERROR!,常識,#ERROR!
#ERROR!,状貌,#ERROR!
heretical,邪道,jadō
Attendance,在番,#ERROR!
in France,在仏,#ERROR!
title,題字,#ERROR!
#ERROR!,題辞,#ERROR!
In China,在中,#ERROR!
#ERROR!,在住,#ERROR!
title,題号,#ERROR!
#ERROR!,在野,#ERROR!
Layman,在家,#ERROR!
Serving in government,在官,zaikan
Living in Tokyo,在京,#ERROR!
At work,在勤,#ERROR!
#ERROR!,在校,#ERROR!
stock,在庫,#ERROR!
#ERROR!,在國,zaikuku
#ERROR!,際会,#ERROR!
#ERROR!,在民,#ERROR!
#ERROR!,在府,#ERROR!
#ERROR!,在城,#ERROR!
#ERROR!,題詩,#ERROR!
#ERROR!,在室,#ERROR!
#ERROR!,在唐,#ERROR!
#ERROR!,在隊,#ERROR!
Being in heaven,在天,#ERROR!
#ERROR!,在地,zaitsi
overseas,在外,#ERROR!
#ERROR!,在院,zaiwin
secular,在俗,#ERROR!
#ERROR!,在庁,#ERROR!
Title label,題簽,dai
#ERROR!,在英,#ERROR!
title poem,題詠,#ERROR!
#ERROR!,在郷,#ERROR!
Living in Korea,在韓,zaihan
evil spirits,邪気,#ERROR!
xie jiao,邪教,jakyau
devil,邪鬼,jakwi
obstacle,邪魔,#ERROR!
#ERROR!,邪念,janen
Jah,邪飛,#ERROR!
False theory,邪説,#ERROR!
evil heart,邪心,jashin
evil god,邪神,#ERROR!
Suspicious,邪推,#ERROR!
#ERROR!,邪宗,#ERROR!
#ERROR!,前殿,#ERROR!
Maezumi,前住,#ERROR!
#ERROR!,前述,#ERROR!
#ERROR!,前座,#ERROR!
#ERROR!,前眼,#ERROR!
#ERROR!,前行,#ERROR!
foreword,前言,#ERROR!
#ERROR!,前額,#ERROR!
#ERROR!,前号,#ERROR!
#ERROR!,前回,#ERROR!
Tano,田野,#ERROR!
#ERROR!,前約,#ERROR!
#ERROR!,前葉,#ERROR!
#ERROR!,伝家,denka
#ERROR!,前巻,#ERROR!
#ERROR!,前傾,#ERROR!
foreground,前景,ðenkei
#ERROR!,前記,#ERROR!
#ERROR!,伝奇,#ERROR!
#ERROR!,前金,ðenkin
#ERROR!,前急,#ERROR!
#ERROR!,前駆,#ERROR!
#ERROR!,前後,#ERROR!
former demon,前鬼,#ERROR!
#ERROR!,田楽,#ERROR!
Previous history,前歴,#ERROR!
#ERROR!,前略,ðenlyaku
Previous question,前問,ðenmun
front gate,前門,#ERROR!
#ERROR!,前納,#ERROR!
The day before,前日,#ERROR!
#ERROR!,前年,#ERROR!
#ERROR!,前派,#ERROR!
#ERROR!,前半,#ERROR!
#ERROR!,前編,#ERROR!
#ERROR!,前非,ðenhi
forward,前方,#ERROR!
ex-husband,前夫,#ERROR!
#ERROR!,伝世,#ERROR!
previous life,前生,#ERROR!
message,伝声,denshei
#ERROR!,前席,#ERROR!
#ERROR!,伝線,#ERROR!
#ERROR!,伝染病,#ERROR!
#ERROR!,伝説,#ERROR!
Introduction,前説,#ERROR!
#ERROR!,前走,ðensau
#ERROR!,伝送,densō
former,前者,#ERROR!
front car,前車,ðensha
#ERROR!,前史,ðenshi
#ERROR!,前肢,#ERROR!
Telepathy,伝心,#ERROR!
#ERROR!,伝書,#ERROR!
#ERROR!,前書,ðensho
#ERROR!,前端,#ERROR!
#ERROR!,伝達,#ERROR!
rice field,田地,#ERROR!
forward,前進,ðenshin
#ERROR!,前程,#ERROR!
tradition,伝統,dentō
Previous job,前職,#ERROR!
#ERROR!,前転,#ERROR!
Preposition,前置,#ERROR!
#ERROR!,前陣,#ERROR!
#ERROR!,前週,#ERROR!
forearm,前腕,#ERROR!
#ERROR!,前月,#ERROR!
#ERROR!,伝存,dentson
#ERROR!,前人,#ERROR!
Previous note,前注,#ERROR!
#ERROR!,前哨,#ERROR!
#ERROR!,伝奏,#ERROR!
Prelude,前奏,#ERROR!
#ERROR!,前戯,ðenkwi
Ibid.,前掲,#ERROR!
#ERROR!,前栽,#ERROR!
#ERROR!,伝灯,#ERROR!
#ERROR!,前癌,#ERROR!
#ERROR!,田租,#ERROR!
#ERROR!,前菜,#ERROR!
#ERROR!,前著,#ERROR!
#ERROR!,前衛,#ERROR!
Zetto,絶東,tsestōn
Extinct family,絶家,#ERROR!
#ERROR!,絶海,#ERROR!
Spectacular views,絶景,#ERROR!
#ERROR!,絶境,#ERROR!
#ERROR!,絶交,#ERROR!
#ERROR!,絶後,#ERROR!
despair,絶望,#ERROR!
#ERROR!,絶無,#ERROR!
Out of print,絶版,#ERROR!
Last work,絶筆,#ERROR!
Superb stamina,絶倫,#ERROR!
#ERROR!,絶世,#ERROR!
#ERROR!,絶食,#ERROR!
#ERROR!,絶対,#ERROR!
#ERROR!,絶体,#ERROR!
Excellent,絶佳,#ERROR!
"A final, heartfelt performance",絶唱,#ERROR!
#ERROR!,字,#ERROR!
self-love,自愛,#ERROR!
My temple,自坊,zhipān
Self-funded,自弁,zhibyen
Personal Buddha,持仏,#ERROR!
My party,自党,#ERROR!
#ERROR!,自大,#ERROR!
automatic,自動,#ERROR!
self-order,自序,#ERROR!
#ERROR!,寺伝,#ERROR!
#ERROR!,自自,#ERROR!
Temple school,寺中,#ERROR!
#ERROR!,自演,#ERROR!
#ERROR!,自行,zhikō
#ERROR!,自軍,#ERROR!
#ERROR!,自學,#ERROR!
Temple name,寺号,#ERROR!
Self-destruction,自壊,#ERROR!
#ERROR!,自然,#ERROR!
surplus,自余,#ERROR!
personal use,自用,#ERROR!
#ERROR!,自由,#ERROR!
Temple family,寺家,jika
own world,自界,#ERROR!
#ERROR!,持戒,#ERROR!
#ERROR!,自戒,#ERROR!
#ERROR!,自覚,#ERROR!
#ERROR!,寺格,#ERROR!
strokes,字画,#ERROR!
#ERROR!,字間,#ERROR!
#ERROR!,自艦,#ERROR!
#ERROR!,自活,#ERROR!
#ERROR!,自今,#ERROR!
#ERROR!,自警,zhikei
Player's ship,自機,#ERROR!
#ERROR!,自記,#ERROR!
#ERROR!,自校,#ERROR!
resignation,辞去,#ERROR!
#ERROR!,字形,#ERROR!
#ERROR!,自工,#ERROR!
#ERROR!,自局,#ERROR!
#ERROR!,字句,#ERROR!
temple tour,寺觀,#ERROR!
#ERROR!,自館,#ERROR!
#ERROR!,字幕,#ERROR!
#ERROR!,自慢,#ERROR!
#ERROR!,持明,#ERROR!
#ERROR!,字母,#ERROR!
#ERROR!,寺務,#ERROR!
Terauchi,寺内,#ERROR!
#ERROR!,自任,#ERROR!
#ERROR!,字音,#ERROR!
#ERROR!,自派,zhipa
#ERROR!,寺宝,#ERROR!
#ERROR!,自分,#ERROR!
Jilin,辞林,jirin
#ERROR!,自律,#ERROR!
#ERROR!,自立,#ERROR!
Temple territory,寺領,#ERROR!
#ERROR!,自領,#ERROR!
My own style,自流,#ERROR!
Self-employment,自労,#ERROR!
#ERROR!,自論,#ERROR!
#ERROR!,充実,#ERROR!
#ERROR!,自裁,#ERROR!
Bring,持参,zhisan
#ERROR!,自賛,#ERROR!
#ERROR!,自殺,#ERROR!
#ERROR!,辞世,#ERROR!
#ERROR!,自性,#ERROR!
My seat,自席,#ERROR!
#ERROR!,自船,#ERROR!
Self-selection,自選,zhisen
#ERROR!,実學,#ERROR!
#ERROR!,実害,#ERROR!
#ERROR!,実印,shisshin
#ERROR!,実用,#ERROR!
parents' home,実家,shiska
#ERROR!,実科,#ERROR!
#ERROR!,実感,#ERROR!
#ERROR!,実刑,shiskei
Actual Scene,実景,#ERROR!
#ERROR!,実験,#ERROR!
#ERROR!,実検,shiskon
#ERROR!,実見,shisken
Practical,実技,#ERROR!
Actual machine,実機,#ERROR!
#ERROR!,実記,shiski
#ERROR!,実行,#ERROR!
Jikkyo,実教,shiskyau
#ERROR!,実権,#ERROR!
#ERROR!,実額,#ERROR!
realization,実現,#ERROR!
real ability,実力,#ERROR!
#ERROR!,実録,#ERROR!
Actual age,実年,shisnyen
Self-propelled,自走,#ERROR!
#ERROR!,自省,#ERROR!
Practical benefits,実益,#ERROR!
#ERROR!,持続,#ERROR!
Holding the key,持節,zhisos
#ERROR!,実売,#ERROR!
Truth or false,実否,#ERROR!
#ERROR!,実作,shittsaku
solid line,実線,#ERROR!
True story,実説,#ERROR!
implementation,実装,#ERROR!
#ERROR!,実損,#ERROR!
#ERROR!,実数,shissū
#ERROR!,実測,#ERROR!
live-action,実写,#ERROR!
#ERROR!,実施,#ERROR!
#ERROR!,実質,#ERROR!
#ERROR!,実態,#ERROR!
Live ammunition,実弾,#ERROR!
Actual operation,実動,#ERROR!
#ERROR!,実働,#ERROR!
#ERROR!,実勢,shisse
#ERROR!,実在,#ERROR!
#ERROR!,実際,shicchai
#ERROR!,実体,shistai
The reality,実情,#ERROR!
#ERROR!,自習,#ERROR!
#ERROR!,実意,#ERROR!
#ERROR!,実義,shisswi
business,実業,#ERROR!
Older brother,実兄,#ERROR!
live ammunition,実包,#ERROR!
#ERROR!,実妹,shismai
#ERROR!,実姉,#ERROR!
#ERROR!,実弟,#ERROR!
#ERROR!,実績,#ERROR!
#ERROR!,実践,#ERROR!
#ERROR!,実需,#ERROR!
Your car,自車,zhisha
#ERROR!,自信,#ERROR!
Lost,自失,#ERROR!
dictionary,辞書,#ERROR!
#ERROR!,字書,#ERROR!
#ERROR!,自書,#ERROR!
#ERROR!,自証,#ERROR!
#ERROR!,自傷,#ERROR!
#ERROR!,自主,#ERROR!
Turn yourself in,自首,zhishu
one's home,自宅,#ERROR!
#ERROR!,辞典,jityun
dictionary,字典,#ERROR!
#ERROR!,自乗,#ERROR!
Actual,実定,#ERROR!
#ERROR!,自体,zhitai
font,字体,#ERROR!
homemade,自製,#ERROR!
#ERROR!,自適,#ERROR!
#ERROR!,自転,#ERROR!
#ERROR!,自転車,#ERROR!
#ERROR!,自治,zhichi
#ERROR!,自陣,#ERROR!
Temple luck,寺運,#ERROR!
#ERROR!,字義,#ERROR!
#ERROR!,辞意,#ERROR!
#ERROR!,寺院,#ERROR!
#ERROR!,寺僧,#ERROR!
#ERROR!,自存,#ERROR!
Self-administered,自注,#ERROR!
#ERROR!,持つ,#ERROR!
#ERROR!,自刃,#ERROR!
#ERROR!,自刻,zhikaku
Autobiography,自叙,#ERROR!
#ERROR!,自己,#ERROR!
#ERROR!,自恃,zhi
masturbation,自慰,#ERROR!
#ERROR!,自暴,#ERROR!
#ERROR!,自浄,#ERROR!
self catering,自炊,#ERROR!
#ERROR!,自笑,#ERROR!
#ERROR!,自縄,#ERROR!
#ERROR!,自縛,#ERROR!
#ERROR!,自署,#ERROR!
Self-authored,自著,#ERROR!
Self-recommendation,自薦,#ERROR!
#ERROR!,自賠責,#ERROR!
trace,字跡,#ERROR!
#ERROR!,自邸,#ERROR!
#ERROR!,条,#ERROR!
#ERROR!,助,jo
#ERROR!,情,#ERROR!
situation,情状,#ERROR!
#ERROR!,情実,#ERROR!
#ERROR!,情婦,#ERROR!
#ERROR!,情欲,#ERROR!
#ERROR!,情交,jōnkyo
#ERROR!,情味,#ERROR!
#ERROR!,情熱,#ERROR!
Teiko,亭子,#ERROR!
#ERROR!,情報,jōnhou
#ERROR!,情夫,#ERROR!
emotion,情理,#ERROR!
#ERROR!,情性,#ERROR!
#ERROR!,情操,#ERROR!
double love suicide,情死,#ERROR!
#ERROR!,情態,#ERROR!
#ERROR!,情宜,#ERROR!
#ERROR!,情勢,#ERROR!
mood,情調,#ERROR!
love story,情話,#ERROR!
affection,情意,jōnnwi
#ERROR!,情義,jōnnwi
lover,情人,#ERROR!
passion,情趣,#ERROR!
#ERROR!,条々,#ERROR!
Jobo,条坊,#ERROR!
#ERROR!,助字,#ERROR!
Supporting role,助演,#ERROR!
#ERROR!,条約,#ERROR!
regulations,条規,#ERROR!
#ERROR!,助勤,#ERROR!
#ERROR!,助教,#ERROR!
#ERROR!,条件,jōken
#ERROR!,助命,#ERROR!
#ERROR!,条里,#ERROR!
Ordinance,条令,#ERROR!
deacon,助祭,#ERROR!
Run-up,助走,#ERROR!
#ERROR!,条数,jōsū
particle,助詞,#ERROR!
#ERROR!,助士,#ERROR!
#ERROR!,助手,joshu
Assistance,助勢,#ERROR!
#ERROR!,条痕,#ERROR!
Medium,中,#ERROR!
#ERROR!,従兵,#ERROR!
Ad valorem,従価,#ERROR!
Conventional,従来,#ERROR!
Pay-per-use,従量,jūryān
#ERROR!,従卒,#ERROR!
#ERROR!,従事,#ERROR!
#ERROR!,従業,jūwya
Vassal,従臣,#ERROR!
servant,従僕,#ERROR!
#ERROR!,従兄,#ERROR!
#ERROR!,従妹,#ERROR!
cousin,従姉,#ERROR!
#ERROR!,従弟,jūdai
#ERROR!,中坊,#ERROR!
middle ear,中耳,#ERROR!
#ERROR!,中堂,#ERROR!
Nakadai,中台,#ERROR!
#ERROR!,中継,#ERROR!
middle row,中段,judan
#ERROR!,受電,#ERROR!
middle way,中道,#ERROR!
passive,受動,#ERROR!
#ERROR!,中全会,#ERROR!
#ERROR!,樹上,#ERROR!
#ERROR!,樹状,#ERROR!
Nakamae,中前,#ERROR!
#ERROR!,住寺,#ERROR!
#ERROR!,住持,#ERROR!
pollination,受粉,#ERROR!
#ERROR!,忠言,#ERROR!
#ERROR!,受苦,shuku
#ERROR!,中學,#ERROR!
Chuxing,中興,#ERROR!
sap,樹液,#ERROR!
#ERROR!,受用,#ERROR!
#ERROR!,中有,#ERROR!
mediastinum,縦隔,sūnkyoku
#ERROR!,忠勇,#ERROR!
residence,住家,#ERROR!
